longitude,latitude,housing_median_age,households,median_income,median_house_value
-122.5,37.74,44.0,403.0,43611.00000000001,268100.0
-122.54,37.74,42.0,435.0,41786.0,271100.0
-122.46,37.79,52.0,356.0,41029.0,500001.0
-122.46,37.78,52.0,593.0,30265.0,350000.0
-122.46,37.79,52.0,402.0,37419.0,500001.0
-122.46,37.78,52.0,696.0,37887.0,500001.0
-122.47,37.78,51.0,385.0,27431.0,307100.0
-122.47,37.78,52.0,577.0,37292.0,416700.0
-122.47,37.79,52.0,596.0,47500.0,500001.0
-122.47,37.79,52.0,87.0,28125.0,500001.0
-122.47,37.79,52.0,464.0,39688.0,483300.0
-122.47,37.78,52.0,494.0,35221.0,443300.0
-122.48,37.78,48.0,684.0,31290.0,375000.0
-122.48,37.79,52.0,975.0,41148.0,457800.0
-122.49,37.78,32.0,718.0,32028.0,322900.0
-122.49,37.78,46.0,777.0,36148.0,352200.0
-122.48,37.79,52.0,227.0,91881.0,500001.0
-122.49,37.79,52.0,455.0,61407.0,500001.0
-122.49,37.79,52.0,295.0,107058.0,500001.0
-122.46,37.78,52.0,892.0,34236.0,376800.0
-122.46,37.78,52.0,544.0,34605.0,441700.0
-122.46,37.78,52.0,662.0,28553.0,360700.0
-122.46,37.77,52.0,681.0,39375.0,402900.0
-122.47,37.77,52.0,377.0,41635.0,398400.0
-122.47,37.78,52.0,424.0,40652.0,421300.0
-122.47,37.78,52.0,505.0,31989.0,446900.0
-122.47,37.78,52.0,591.0,31392.000000000004,422400.0
-122.47,37.78,52.0,514.0,40208.00000000001,414600.0
-122.47,37.78,52.0,408.0,41856.0,404700.0
-122.47,37.77,52.0,623.0,38571.0,366700.0
-122.48,37.78,52.0,620.0,34883.0,337200.0
-122.48,37.78,52.0,494.0,42180.0,393800.0
-122.48,37.77,52.0,568.0,38899.0,348500.0
-122.48,37.78,50.0,417.0,35588.0,346400.0
-122.48,37.78,52.0,515.0,35865.0,311400.0
-122.49,37.78,47.0,644.0,30877.0,329100.0
-122.49,37.78,52.0,665.0,30278.0,356300.0
-122.49,37.77,52.0,458.0,37036.0,369200.0
-122.5,37.77,52.0,420.0,41250.0,359500.0
-122.49,37.78,52.0,437.0,26719.0,318500.0
-122.49,37.78,42.0,519.0,36429.0,328400.0
-122.49,37.78,49.0,448.0,42413.99999999999,500001.0
-122.5,37.77,52.0,380.0,39954.0,324700.0
-122.5,37.77,52.0,415.0,50561.99999999999,336700.0
-122.5,37.77,52.0,531.0,35833.0,322900.0
-122.5,37.78,46.0,563.0,37167.0,332800.0
-122.51,37.78,45.0,460.0,47328.0,351100.0
-122.55,37.79,32.0,572.0,29201.0,322200.0
-122.47,37.81,45.0,1165.0,34051.0,500001.0
-122.5,37.79,52.0,1.0,150001.0,500001.0
-122.54,37.72,17.0,828.0,35270.0,318900.0
-122.42,37.72,42.0,993.0,12387.0,212800.0
-122.39,37.74,52.0,27.0,102264.0,225000.0
-122.4,37.75,26.0,9.0,61359.0,225000.0
-122.38,37.71,47.0,166.0,42708.00000000001,207100.0
-122.4,37.71,47.0,356.0,33625.0,223700.0
-121.28,37.96,28.0,638.0,9365.0,52500.0
-121.28,37.95,49.0,318.0,11094.0,52500.0
-121.28,37.95,46.0,333.0,12904.0,63300.0
-121.29,37.96,52.0,258.0,12411.000000000002,112500.0
-121.29,37.96,52.0,85.0,8738.0,75000.0
-121.29,37.95,16.0,282.0,7714.0,87500.0
-121.3,37.95,9.0,193.0,22024.0,45000.0
-121.29,37.95,52.0,53.0,7917.0,22500.0
-121.3,37.96,24.0,343.0,17875.0,76800.0
-121.31,37.96,48.0,216.0,23393.0,77600.0
-121.29,37.97,52.0,440.0,12962.0,110200.0
-121.29,37.96,48.0,462.0,13438.000000000002,103100.0
-121.29,37.96,50.0,484.0,13191.0,92300.0
-121.3,37.96,31.0,721.0,11250.0,110400.0
-121.3,37.96,52.0,260.0,36591.0,105100.0
-121.3,37.96,52.0,311.0,17788.0,97400.0
-121.31,37.96,52.0,319.0,33466.0,92600.0
-121.28,37.97,47.0,479.0,16500.0,66000.0
-121.27,37.96,43.0,440.0,14250.0,61300.0
-121.27,37.95,43.0,144.0,17212.0,59000.0
-121.27,37.94,38.0,124.0,17386.0,52000.0
-121.28,37.94,44.0,386.0,14688.000000000002,56800.0
-121.28,37.94,48.0,421.0,17039.0,52700.0
-121.29,37.95,52.0,54.0,6959.999999999999,42500.0
-121.29,37.94,40.0,574.0,20303.0,63800.0
-121.32,37.95,40.0,209.0,12625.0,43000.0
-121.31,37.94,41.0,98.0,19531.0,45000.0
-121.3,37.94,40.0,97.0,13416.999999999998,60800.0
-121.3,37.94,52.0,5.0,23750.0,67500.0
-121.32,37.94,36.0,14.0,26250.0,55000.0
-121.31,37.96,52.0,320.0,36094.0,118400.0
-121.32,37.96,47.0,357.0,31845.0,87200.0
-121.32,37.96,46.0,373.0,20398.0,88100.0
-121.34,37.96,27.0,416.0,21284.0,59400.0
-121.32,37.95,36.0,145.0,17885.0,62100.0
-121.32,37.96,5.0,20.0,27656.0,50000.0
-121.34,37.97,33.0,436.0,37650.0,94600.0
-121.34,37.96,23.0,654.0,30354.0,113700.0
-121.35,37.97,33.0,671.0,31406.0,93900.0
-121.36,37.96,32.0,107.0,39922.0,247400.0
-121.35,37.96,21.0,193.0,58995.0,189900.0
-121.32,37.98,37.0,665.0,30660.0,94100.0
-121.33,37.98,36.0,544.0,34625.0,84600.0
-121.33,37.97,38.0,561.0,35404.0,91600.0
-121.32,37.97,46.0,453.0,33235.0,87800.0
-121.32,37.97,43.0,438.0,29107.0,88800.0
-121.33,37.96,20.0,342.0,25195.0,92600.0
-121.33,37.97,43.0,320.0,35703.0,87400.0
-121.33,37.97,36.0,371.0,20043.000000000004,90800.0
-121.31,37.98,47.0,619.0,30625.0,141500.0
-121.3,37.97,52.0,510.0,40610.0,113600.0
-121.31,37.97,42.0,309.0,51914.99999999999,183700.0
-121.31,37.97,45.0,442.0,36667.0,123100.0
-121.29,37.98,42.0,159.0,26250.0,65400.0
-121.29,37.97,52.0,503.0,17794.0,98800.0
-121.29,37.98,49.0,550.0,25043.000000000004,76700.0
-121.3,37.98,47.0,444.0,41750.0,98300.0
-121.3,37.97,52.0,385.0,22981.0,105400.0
-121.29,37.99,41.0,185.0,34141.0,90600.0
-121.29,37.99,30.0,524.0,15152.000000000002,81300.0
-121.3,37.99,38.0,471.0,26673.0,87500.0
-121.3,37.98,39.0,631.0,26364.0,93800.0
-121.28,37.99,42.0,97.0,28854.000000000004,55700.0
-121.26,37.98,32.0,738.0,21265.0,55700.0
-121.27,37.98,43.0,528.0,25714.0,70000.0
-121.27,37.98,43.0,172.0,26812.0,72800.0
-121.28,37.98,52.0,171.0,21429.0,69900.0
-121.29,37.99,45.0,195.0,16944.0,75200.0
-121.27,37.97,39.0,224.0,11141.0,54400.0
-121.26,37.96,43.0,152.0,25000.0,63600.0
-121.27,37.96,43.0,208.0,19620.0,52700.0
-121.27,37.96,52.0,93.0,25625.0,54200.0
-121.26,37.98,41.0,413.0,9782.0,54200.0
-121.25,37.98,39.0,414.0,15329.0,48300.0
-121.25,37.97,34.0,293.0,17895.0,63100.0
-121.26,37.96,43.0,181.0,23056.0,62300.0
-121.26,37.97,41.0,444.0,30352.0,69800.0
-121.25,37.97,41.0,206.0,20375.0,75000.0
-121.26,37.96,35.0,304.0,17898.0,63500.0
-121.25,37.95,40.0,373.0,20817.0,55300.0
-121.26,37.95,44.0,183.0,17250.0,59300.0
-121.26,37.95,39.0,390.0,21583.0,62000.0
-121.27,37.96,41.0,79.0,12750.0,54000.0
-121.26,37.96,40.0,102.0,25234.0,62800.0
-121.25,37.96,26.0,472.0,24866.0,68300.0
-121.24,37.96,29.0,222.0,19187.0,57700.0
-121.25,37.95,46.0,401.0,19402.0,62200.0
-121.24,37.95,36.0,62.0,37734.0,63800.0
-121.25,37.94,30.0,278.0,17798.0,65900.0
-121.24,37.94,5.0,435.0,28705.0,113600.0
-121.24,37.93,21.0,245.0,20893.0,65000.0
-121.25,37.94,28.0,218.0,23269.000000000004,55900.0
-121.25,37.93,31.0,400.0,20833.0,48300.0
-121.26,37.93,33.0,588.0,14583.0,53000.0
-121.26,37.94,43.0,365.0,17574.0,51700.0
-121.27,37.93,24.0,283.0,21250.0,61200.0
-121.28,37.94,35.0,611.0,19375.0,56700.0
-121.28,37.92,36.0,124.0,21705.0,60300.0
-121.28,37.94,40.0,635.0,18814.0,57700.0
-121.29,37.93,37.0,514.0,25510.0,59100.0
-121.29,37.93,24.0,342.0,27829.0,61800.0
-121.28,37.93,23.0,343.0,21591.0,67800.0
-121.28,37.92,30.0,195.0,24412.0,61600.0
-121.29,37.92,12.0,278.0,31053.0,73100.0
-121.28,37.91,31.0,155.0,16900.0,65900.0
-121.31,37.93,21.0,304.0,24667.0,81400.0
-121.3,37.92,28.0,720.0,17694.0,73900.0
-121.24,37.98,33.0,103.0,11963.999999999998,80400.0
-121.24,37.97,47.0,188.0,21991.0,67200.0
-121.24,37.96,37.0,267.0,28750.0,57700.0
-121.23,37.96,37.0,549.0,16563.0,57200.0
-121.23,37.96,44.0,435.0,15539.0,59200.0
-121.23,37.95,36.0,152.0,26250.0,89200.0
-121.22,37.97,37.0,337.0,24010.0,58400.0
-121.22,37.96,30.0,347.0,19875.0,56400.0
-121.22,37.96,31.0,336.0,26250.0,72100.0
-121.25,37.92,19.0,426.0,24097.0,66000.0
-121.23,37.92,28.0,99.0,18958.0,85700.0
-121.36,38.0,17.0,743.0,53224.0,225800.0
-121.35,38.0,22.0,699.0,36750.0,152400.0
-121.35,38.0,6.0,350.0,34231.0,123800.0
-121.35,38.01,15.0,601.0,35982.0,94400.0
-121.36,38.01,16.0,198.0,40221.0,173300.0
-121.36,38.01,16.0,579.0,23339.0,87100.0
-121.36,38.01,16.0,182.0,45278.0,166900.0
-121.34,38.01,17.0,446.0,32872.0,175000.0
-121.33,38.01,27.0,255.0,53179.99999999999,155100.0
-121.34,38.0,32.0,647.0,40444.00000000001,129200.0
-121.33,38.0,32.0,884.0,32889.0,98900.0
-121.33,38.01,36.0,203.0,59191.0,151900.0
-121.32,38.01,20.0,359.0,26765.0,96400.0
-121.32,38.01,36.0,79.0,27045.0,102800.0
-121.32,38.0,21.0,472.0,20091.0,101500.0
-121.33,38.0,14.0,750.0,31369.0,119600.0
-121.33,37.99,15.0,976.0,25000.0,175900.0
-121.34,37.99,11.0,780.0,39615.0,194600.0
-121.34,37.99,14.0,525.0,65560.0,234700.0
-121.31,37.99,15.0,861.0,13729.0,110300.0
-121.32,37.98,20.0,536.0,13531.0,94600.0
-121.33,37.98,9.0,386.0,51430.0,176500.0
-121.33,37.98,10.0,347.0,27031.0,150000.0
-121.36,37.99,8.0,350.0,42589.0,134900.0
-121.34,37.98,8.0,393.0,53002.0,191700.0
-121.33,38.02,33.0,452.0,43008.0,136400.0
-121.34,38.02,30.0,709.0,51202.0,133800.0
-121.34,38.03,20.0,714.0,44063.0,130800.0
-121.33,38.03,19.0,288.0,49180.0,130600.0
-121.36,38.04,4.0,377.0,55427.0,162100.0
-121.35,38.04,5.0,621.0,55842.0,159100.0
-121.35,38.04,12.0,961.0,37206.0,146000.0
-121.36,38.04,9.0,351.0,50285.0,148200.0
-121.34,38.05,16.0,90.0,56147.0,244700.0
-121.34,38.04,16.0,576.0,36083.0,146400.0
-121.33,38.04,15.0,260.0,46477.00000000001,142700.0
-121.33,38.03,10.0,146.0,22961.0,126700.0
-121.33,38.04,15.0,423.0,45179.0,145600.0
-121.33,38.04,10.0,209.0,51878.0,153900.0
-121.35,38.02,16.0,259.0,28403.0,132300.0
-121.35,38.03,16.0,528.0,41739.0,131300.0
-121.36,38.03,14.0,481.0,37375.0,138800.0
-121.36,38.02,5.0,474.0,41719.0,206100.0
-121.36,38.03,7.0,741.0,35684.0,78700.0
-121.31,38.03,24.0,549.0,37413.0,105300.0
-121.32,38.03,25.0,524.0,25742.0,98400.0
-121.32,38.02,26.0,499.0,35379.0,99100.0
-121.31,38.03,18.0,997.0,25212.0,110000.0
-121.29,38.0,12.0,942.0,19698.0,112300.0
-121.31,37.99,23.0,680.0,18860.0,105300.0
-121.3,38.0,23.0,1019.0,17774.0,100000.0
-121.3,38.0,27.0,544.0,26495.000000000004,116200.0
-121.31,38.0,35.0,358.0,43958.00000000001,108400.0
-121.31,38.0,19.0,154.0,39792.0,131900.0
-121.3,38.01,30.0,501.0,39940.0,95500.0
-121.32,38.02,23.0,668.0,30729.000000000004,104800.0
-121.31,38.01,22.0,511.0,28348.0,101600.0
-121.31,38.01,22.0,645.0,14274.0,90500.0
-121.3,38.04,8.0,444.0,40156.0,117600.0
-121.3,38.03,13.0,197.0,31471.0,102800.0
-121.3,38.03,10.0,222.0,40227.00000000001,107700.0
-121.29,38.04,16.0,459.0,31779.0,97300.0
-121.28,38.03,11.0,715.0,30907.0,94100.0
-121.29,38.03,7.0,406.0,25842.0,111300.0
-121.28,38.03,11.0,166.0,39265.0,107400.0
-121.29,38.02,12.0,396.0,25437.0,99000.0
-121.3,38.02,16.0,643.0,25473.0,106300.0
-121.3,38.03,11.0,525.0,25050.0,95000.0
-121.3,38.02,4.0,348.0,28523.0,87500.0
-121.29,38.0,4.0,309.0,23750.0,124500.0
-121.29,38.01,2.0,957.0,44871.0,137900.0
-121.28,38.02,8.0,389.0,31750.0,95900.0
-121.29,38.01,10.0,20.0,37500.0,120800.0
-121.27,38.05,26.0,65.0,34107.0,82800.0
-121.27,38.02,32.0,52.0,29821.0,155000.0
-121.3,38.05,52.0,25.0,11500.0,112500.0
-121.25,38.05,25.0,361.0,35735.0,106800.0
-121.25,38.04,26.0,465.0,49861.00000000001,201800.0
-121.25,38.01,16.0,557.0,26994.0,112500.0
-121.23,38.04,32.0,243.0,61805.0,247900.0
-121.22,38.04,42.0,49.0,55376.0,212500.0
-121.25,38.03,29.0,315.0,66605.0,220700.0
-121.22,38.0,35.0,285.0,28167.0,162100.0
-121.24,38.01,22.0,300.0,24342.0,125000.0
-121.25,38.0,21.0,57.0,28958.0,135000.0
-121.26,37.99,27.0,90.0,23333.0,87500.0
-121.24,38.0,25.0,304.0,24688.0,126800.0
-121.23,37.99,38.0,72.0,55693.0,153100.0
-121.23,37.98,27.0,131.0,50362.0,181300.0
-121.2,37.97,39.0,97.0,60582.0,157700.0
-121.19,38.04,35.0,107.0,32250.0,177100.0
-121.2,38.02,44.0,83.0,33882.0,125000.0
-121.18,37.99,31.0,478.0,24674.0,130900.0
-121.17,37.97,28.0,229.0,36389.0,130400.0
-121.23,37.95,32.0,411.0,27958.0,59000.0
-121.19,37.93,27.0,345.0,21513.0,99700.0
-121.23,37.94,20.0,49.0,11250.0,150000.0
-121.22,37.93,21.0,73.0,47500.0,121400.0
-121.18,37.96,35.0,59.0,25625.0,146900.0
-121.24,37.9,16.0,6.0,26250.0,137500.0
-121.26,37.88,42.0,93.0,31719.0,158300.0
-121.28,37.9,28.0,70.0,9614.0,55700.0
-121.27,37.88,43.0,240.0,16458.0,83600.0
-121.27,37.87,34.0,234.0,29531.0,104000.0
-121.31,37.9,38.0,38.0,29000.0,125000.0
-121.29,37.89,26.0,30.0,57485.0,162500.0
-121.29,37.87,29.0,115.0,26563.0,103100.0
-121.23,37.87,49.0,26.0,36500.0,162500.0
-121.49,37.94,31.0,293.0,22891.0,162500.0
-121.38,37.88,44.0,224.0,26842.0,156300.0
-121.47,38.13,13.0,626.0,22619.0,123500.0
-121.42,38.22,35.0,283.0,20284.0,96300.0
-121.36,38.15,42.0,318.0,43553.0,185700.0
-121.32,38.16,14.0,369.0,35000.0,240800.0
-121.32,38.13,5.0,467.0,55942.0,186900.0
-121.35,38.09,32.0,284.0,55057.0,147200.0
-121.32,38.15,5.0,902.0,39323.0,130100.0
-121.23,38.12,22.0,57.0,39500.0,178100.0
-121.23,38.11,48.0,69.0,36312.0,202800.0
-121.26,38.09,35.0,201.0,20625.0,155000.0
-121.3,38.09,31.0,55.0,20694.0,175000.0
-121.29,38.07,21.0,213.0,31917.0,204500.0
-121.25,38.07,28.0,391.0,30592.0,152800.0
-121.29,38.14,27.0,133.0,38750.0,127400.0
-121.29,38.14,34.0,535.0,32338.0,101800.0
-121.29,38.13,31.0,195.0,23917.0,113500.0
-121.3,38.13,27.0,192.0,28942.0,116700.0
-121.3,38.13,23.0,499.0,32303.0,131800.0
-121.29,38.15,23.0,628.0,48787.0,175300.0
-121.28,38.14,37.0,575.0,33987.0,99500.0
-121.27,38.14,33.0,894.0,22883.0,86900.0
-121.27,38.14,40.0,229.0,21250.0,137500.0
-121.28,38.14,38.0,509.0,41190.0,128800.0
-121.28,38.13,48.0,352.0,40625.0,143200.0
-121.27,38.13,40.0,486.0,21771.0,98200.0
-121.28,38.12,34.0,628.0,28237.0,110700.0
-121.27,38.12,44.0,443.0,24949.0,108000.0
-121.29,38.13,20.0,490.0,50000.0,154800.0
-121.3,38.13,26.0,372.0,50528.00000000001,153700.0
-121.29,38.12,18.0,263.0,39607.0,132500.0
-121.3,38.12,11.0,263.0,76889.0,229300.0
-121.3,38.11,5.0,1084.0,41960.0,171700.0
-121.27,38.11,11.0,762.0,24482.0,103000.0
-121.28,38.11,10.0,568.0,38825.0,136800.0
-121.27,38.11,15.0,375.0,38672.0,120100.0
-121.28,38.1,13.0,606.0,25556.0,133100.0
-121.29,38.1,14.0,281.0,37750.0,163300.0
-121.27,38.13,39.0,654.0,19238.0,70700.0
-121.26,38.13,38.0,397.0,22188.0,68800.0
-121.26,38.12,27.0,428.0,18575.0,73800.0
-121.25,38.13,25.0,235.0,32993.0,91100.0
-121.26,38.11,4.0,316.0,42448.0,150900.0
-121.26,38.11,8.0,633.0,31284.0,115100.0
-121.25,38.14,16.0,261.0,23000.0,133300.0
-121.26,38.14,10.0,654.0,35333.0,116800.0
-121.27,38.13,35.0,618.0,17500.0,82900.0
-121.26,38.13,25.0,648.0,20875.0,83100.0
-121.24,38.22,28.0,457.0,33929.0,113000.0
-121.22,38.16,24.0,732.0,34750.0,151200.0
-121.28,38.17,19.0,225.0,40923.99999999999,244200.0
-121.32,38.21,27.0,444.0,36398.0,146700.0
-121.16,38.16,31.0,316.0,24906.0,122500.0
-121.14,38.16,14.0,479.0,35774.0,113900.0
-121.06,38.25,13.0,104.0,36528.0,200000.0
-121.15,38.21,18.0,699.0,40365.0,174200.0
-121.05,38.14,19.0,511.0,29875.0,166300.0
-121.09,38.19,23.0,141.0,24545.0,105000.0
-121.19,38.13,27.0,444.0,37687.0,165200.0
-121.18,38.07,21.0,332.0,48125.0,161100.0
-120.97,38.0,27.0,258.0,47069.0,176900.0
-121.11,38.04,32.0,178.0,29241.0,187500.0
-121.09,38.03,21.0,359.0,45170.0,152200.0
-121.12,38.0,36.0,141.0,34265.0,158900.0
-120.99,37.8,32.0,459.0,29083.0,113400.0
-121.0,37.8,13.0,766.0,36107.0,141300.0
-120.98,37.79,20.0,481.0,27857.0,110900.0
-120.97,37.84,28.0,403.0,28830.0,141900.0
-120.96,37.77,32.0,404.0,38534.0,157600.0
-121.06,37.86,24.0,324.0,26830.0,169400.0
-121.13,37.74,31.0,159.0,24598.0,97100.0
-121.13,37.74,28.0,98.0,34643.0,90900.0
-121.12,37.73,35.0,210.0,23924.0,102200.0
-121.13,37.74,21.0,441.0,36016.0,134600.0
-121.13,37.73,40.0,235.0,33158.0,125900.0
-121.11,37.74,11.0,529.0,44212.99999999999,182700.0
-121.1,37.8,35.0,340.0,33578.0,149000.0
-121.11,37.76,22.0,397.0,41833.0,192100.0
-121.16,37.73,7.0,915.0,34426.0,139000.0
-121.25,37.76,22.0,391.0,34009.0,182400.0
-121.22,37.72,34.0,368.0,26368.0,165600.0
-121.22,37.81,17.0,530.0,36378.0,126100.0
-121.22,37.8,28.0,554.0,21186.0,94400.0
-121.22,37.8,37.0,211.0,21250.0,91900.0
-121.21,37.81,18.0,506.0,29950.0,124300.0
-121.21,37.8,44.0,73.0,21786.0,120800.0
-121.21,37.8,45.0,70.0,14853.0,101800.0
-121.21,37.79,33.0,198.0,16724.0,96900.0
-121.21,37.8,33.0,389.0,26053.0,99200.0
-121.21,37.81,8.0,301.0,51929.99999999999,172100.0
-121.2,37.8,28.0,567.0,37546.0,135300.0
-121.2,37.8,24.0,313.0,35625.0,130800.0
-121.2,37.79,36.0,149.0,24798.0,101500.0
-121.2,37.8,37.0,54.0,40972.0,101800.0
-121.21,37.81,12.0,652.0,50369.0,163900.0
-121.17,37.88,22.0,239.0,35365.0,111800.0
-121.17,37.82,35.0,398.0,38472.0,197600.0
-121.2,37.83,18.0,562.0,44423.0,161400.0
-121.2,37.81,26.0,72.0,73718.0,212500.0
-121.18,37.79,16.0,297.0,19464.0,112500.0
-121.2,37.78,4.0,29.0,33750.0,106300.0
-121.23,37.78,20.0,49.0,48229.0,158300.0
-121.24,37.79,7.0,805.0,40750.0,195000.0
-121.22,37.8,13.0,77.0,16111.0,74100.0
-121.22,37.79,36.0,212.0,17228.0,105000.0
-121.22,37.79,38.0,457.0,25025.0,101900.0
-121.23,37.79,21.0,372.0,40815.0,117900.0
-121.22,37.79,5.0,443.0,44766.0,169400.0
-121.23,37.79,23.0,389.0,27734.0,116800.0
-121.23,37.8,11.0,533.0,22254.0,130800.0
-121.24,37.81,6.0,787.0,35595.0,161000.0
-121.23,37.81,15.0,557.0,42431.0,137100.0
-121.22,37.81,20.0,327.0,40125.0,121500.0
-121.22,37.82,13.0,937.0,31964.0,141500.0
-121.23,37.81,16.0,345.0,55591.0,149300.0
-121.23,37.82,8.0,239.0,46821.0,138500.0
-121.23,37.82,14.0,309.0,49271.0,155300.0
-121.23,37.84,28.0,225.0,40208.00000000001,155700.0
-121.24,37.82,9.0,945.0,51047.0,157900.0
-121.31,37.81,36.0,47.0,31429.0,179200.0
-121.27,37.82,26.0,216.0,26458.0,127500.0
-121.28,37.83,32.0,144.0,25156.0,86300.0
-121.28,37.82,10.0,1673.0,36500.0,119400.0
-121.37,37.77,19.0,452.0,41298.0,222800.0
-121.4,37.74,20.0,474.0,41500.0,322400.0
-121.43,37.78,24.0,166.0,26181.0,163500.0
-121.48,37.77,19.0,390.0,50176.0,274200.0
-121.52,37.75,18.0,286.0,43229.0,327300.0
-121.46,37.73,20.0,330.0,51628.99999999999,222900.0
-121.45,37.72,2.0,219.0,57500.0,240200.0
-121.44,37.7,5.0,156.0,60389.0,215100.0
-121.42,37.71,7.0,1271.0,43696.0,170700.0
-121.42,37.76,18.0,1009.0,41855.0,162100.0
-121.42,37.75,33.0,390.0,35242.0,121400.0
-121.42,37.74,45.0,138.0,48021.0,133500.0
-121.42,37.74,38.0,134.0,28250.0,152500.0
-121.42,37.74,35.0,152.0,31500.0,153200.0
-121.42,37.75,33.0,233.0,43686.99999999999,128700.0
-121.43,37.75,34.0,294.0,31333.000000000004,132000.0
-121.43,37.75,41.0,303.0,27500.0,127300.0
-121.43,37.75,42.0,279.0,33611.0,117600.0
-121.43,37.74,52.0,179.0,30865.0,119800.0
-121.43,37.74,40.0,176.0,35789.0,110400.0
-121.43,37.75,30.0,388.0,21424.0,125000.0
-121.43,37.76,7.0,464.0,36312.0,147600.0
-121.44,37.76,5.0,1146.0,50443.0,194800.0
-121.45,37.75,15.0,635.0,46173.0,164800.0
-121.44,37.74,33.0,381.0,35096.0,141700.0
-121.44,37.75,29.0,166.0,42768.0,151300.0
-121.44,37.75,16.0,445.0,34821.0,170600.0
-121.43,37.74,52.0,228.0,16937.0,108300.0
-121.43,37.74,52.0,264.0,17250.0,111500.0
-121.44,37.74,25.0,106.0,31319.0,112500.0
-121.44,37.73,7.0,1068.0,53320.99999999999,208100.0
-121.43,37.73,40.0,388.0,29955.0,134700.0
-121.42,37.73,2.0,271.0,59934.0,196700.0
-121.29,37.72,22.0,358.0,19792.0,63000.0
-121.32,37.67,21.0,255.0,43015.0,250000.0
-121.47,37.58,14.0,287.0,46625.0,294000.0
-120.9,35.69,14.0,796.0,38158.0,248700.0
-120.93,35.76,11.0,756.0,32300.0,154300.0
-120.7,35.76,15.0,421.0,22165.0,90600.0
-120.69,35.65,14.0,796.0,16303.0,144900.0
-120.69,35.64,38.0,481.0,20076.0,114000.0
-120.69,35.62,35.0,653.0,29167.0,161700.0
-120.72,35.63,31.0,567.0,33472.0,195200.0
-120.67,35.63,8.0,381.0,42840.99999999999,256700.0
-120.67,35.62,6.0,2157.0,38661.0,168100.0
-120.63,35.59,9.0,1130.0,26528.0,113500.0
-120.64,35.65,9.0,619.0,29926.0,158200.0
-120.47,35.74,9.0,691.0,37303.0,162700.0
-120.29,35.56,15.0,734.0,28110.0,142100.0
-120.6,35.6,13.0,640.0,44750.0,206900.0
-121.11,35.52,9.0,972.0,32400.000000000004,264600.0
-121.14,35.55,13.0,796.0,38019.0,271200.0
-121.12,35.58,16.0,626.0,34799.0,320800.0
-120.92,35.4,23.0,278.0,36908.0,278800.0
-120.85,35.38,27.0,666.0,23075.0,184200.0
-120.86,35.4,21.0,501.0,27043.0,186200.0
-120.87,35.41,16.0,374.0,30187.0,278100.0
-120.94,35.42,18.0,453.0,37738.0,279400.0
-120.95,35.44,30.0,887.0,26864.0,283600.0
-120.85,35.37,21.0,187.0,28173.0,226900.0
-120.83,35.36,28.0,705.0,27266.0,266800.0
-120.84,35.35,27.0,533.0,26205.0,221100.0
-120.84,35.37,34.0,646.0,25552.0,200000.0
-120.89,35.37,29.0,410.0,16500.0,227300.0
-120.83,35.33,14.0,755.0,44766.0,192700.0
-120.82,35.32,12.0,662.0,33958.0,215800.0
-120.83,35.32,11.0,660.0,32226.0,183200.0
-120.84,35.32,15.0,522.0,34762.0,189600.0
-120.9,35.33,16.0,262.0,35880.0,266300.0
-120.84,35.32,17.0,732.0,35260.0,183900.0
-120.84,35.31,23.0,609.0,28493.0,196100.0
-120.84,35.3,15.0,316.0,49359.0,317700.0
-120.82,35.31,16.0,638.0,25172.0,293900.0
-120.8,35.33,20.0,365.0,35870.0,330000.0
-121.1,35.6,20.0,520.0,32112.0,204500.0
-120.65,35.29,36.0,298.0,31818.0,249600.0
-120.66,35.29,23.0,472.0,19647.0,253600.0
-120.66,35.29,16.0,649.0,17031.0,195000.0
-120.65,35.32,20.0,261.0,10298.0,300000.0
-120.62,35.28,28.0,571.0,63144.0,328800.0
-120.65,35.29,29.0,472.0,14492.0,222900.0
-120.65,35.28,32.0,231.0,25455.0,165900.0
-120.65,35.27,27.0,316.0,42411.0,258900.0
-120.65,35.27,15.0,490.0,25129.0,225900.0
-120.64,35.26,21.0,687.0,21507.0,221500.0
-120.63,35.27,23.0,263.0,51560.0,251300.0
-120.66,35.29,39.0,599.0,20840.0,233300.0
-120.66,35.28,31.0,794.0,14036.0,209600.0
-120.66,35.28,46.0,494.0,21786.0,206300.0
-120.65,35.27,52.0,590.0,26208.0,227100.0
-120.66,35.27,46.0,527.0,28009.0,192600.0
-120.66,35.27,33.0,461.0,16875.0,174200.0
-120.66,35.27,17.0,570.0,37337.0,208200.0
-120.66,35.26,15.0,1165.0,22656.0,226200.0
-120.67,35.3,32.0,956.0,22165.0,231700.0
-120.7,35.31,24.0,506.0,46719.0,337000.0
-120.69,35.28,26.0,704.0,22847.0,247000.0
-120.67,35.29,44.0,437.0,30833.0,219300.0
-120.69,35.26,20.0,225.0,46250.0,221800.0
-120.7,35.28,14.0,664.0,46071.0,239900.0
-120.71,35.27,9.0,398.0,54287.0,331600.0
-120.68,35.26,26.0,310.0,32464.0,208000.0
-120.69,35.25,15.0,867.0,27940.0,262500.0
-120.7,35.32,46.0,13.0,42638.99999999999,350000.0
-120.68,35.25,16.0,806.0,22868.0,233700.0
-120.69,35.34,16.0,32.0,16563.0,42500.0
